time,4kb_alloc,2mb_alloc,1gb_alloc,1gb_free,2mb_free,4kb_free
1972000000,44569111,43341824,6291456,34078720,2483200,3453417
1974000000,44560386,43346432,5242880,35127296,2477568,3463166
1976000000,44624763,43439104,5767168,34603008,2379776,3403909
1978000000,44590846,43392000,6029312,34340864,2423808,3440898
1980000000,44571889,43348480,6029312,34340864,2466816,3460367
1982000000,44539202,43354624,6291456,34078720,2458624,3495102
1984000000,44560539,43364864,6029312,34340864,2446848,3475301
1986000000,44621833,43389440,4980736,35389440,2415616,3420663
1988000000,44632942,43450368,6029312,34340864,2352128,3412114
1990000000,44554113,43353600,6029312,34340864,2448384,3491455
1992000000,44620643,43435520,5505024,34865152,2362368,3429021
1994000000,44584532,43410944,6291456,34078720,2383360,3468716
1996000000,44499956,43321344,6553600,33816576,2472960,3553292
1998000000,44524408,43350528,5767168,34603008,2442240,3530376
